0.000000000000000000e+00 -8.497270291735201445e-03 -2.704279646837734821e-03 2.797531187037915774e-03 8.024423295880067988e-03 1.299278540068551924e-02 1.771806402753710666e-02 2.221355764565414656e-02 2.648971013513326186e-02 3.055433389397340868e-02 3.441374893926728989e-02 3.807440999402197934e-02 4.154440677301003693e-02 4.483431050711664256e-02 4.795711447737947830e-02 5.092733377818071949e-02 5.375956890617090977e-02 5.646694152765076996e-02 5.905978267524530229e-02 6.154483578033305424e-02 6.392508411975181271e-02 6.620017181522210026e-02 6.836728833868180311e-02 7.042233716656144671e-02 7.236120299717375970e-02 7.418095379243176690e-02 7.588084730972742553e-02 7.746304375111646989e-02 7.893295004366628065e-02 8.029913719009768025e-02 8.157278501483632149e-02 8.276662510758996116e-02 8.389337875531033273e-02 8.496372668667272199e-02 8.598390452650833682e-02 8.695309127126757409e-02 8.786083889414676718e-02 8.868485899290255714e-02 8.938950933265800425e-02 8.992528737393357119e-02 9.022954146979632328e-02 9.022848842761500843e-02 8.984053432330971201e-02 8.898087688410566409e-02 8.756741676905517580e-02
0.000000000000000000e+00 -9.374738656723674221e-03 -3.558659712861917106e-03 1.966976848464041701e-03 7.218417578421985198e-03 1.221205801447649945e-02 1.696336601462633542e-02 2.148565712434475500e-02 2.578936444875536138e-02 2.988224590735711825e-02 3.377052539688395194e-02 3.746054098645180269e-02 4.096027654394879258e-02 4.428023603309508976e-02 4.743339676675811106e-02 5.043430299703990233e-02 5.329760917913867191e-02 5.603649142909343517e-02 5.866131799146379749e-02 6.117884772807501842e-02 6.359206681179264964e-02 6.590062795222838277e-02 6.810175429202389163e-02 7.019142077838756710e-02 7.216562197985702809e-02 7.402156081601198034e-02 7.575862981351672021e-02 7.737909152176419836e-02 7.888839068601508075e-02 8.029504778934321019e-02 8.161009656288256697e-02 8.284604349457831696e-02 8.401535083701087980e-02 8.512848032265357689e-02 8.619158558920496371e-02 8.720400675298588256e-02 8.815579260667461003e-02 8.902553608414892627e-02 8.977883212559920056e-02 9.036763588908243439e-02 9.073071865027863836e-02 9.079532404060744466e-02 9.048006937875946454e-02 8.969914837074172143e-02 8.836795363681188009e-02
0.000000000000000000e+00 -1.086560803086095151e-02 -5.010405194551048776e-03 5.555830877940138223e-04 5.848578532857747619e-03 1.088498649800294718e-02 1.568030783147060514e-02 2.024788406268760582e-02 2.459812985312132688e-02 2.873871547075950925e-02 3.267571155109014192e-02 3.641527054916456757e-02 3.996520705513863236e-02 4.333591460052812344e-02 4.654033775268949513e-02 4.959305562817102608e-02 5.250879421504617978e-02 5.530080210994568063e-02 5.797949661167191293e-02 6.055165865170636375e-02 6.302028665651897288e-02 6.538506525689460891e-02 6.764329827079568203e-02 6.979110651658661235e-02 7.182469138722444302e-02 7.374149665449902802e-02 7.554114413802344441e-02 7.722605870969385944e-02 7.880172726039973152e-02 8.027655484999646207e-02 8.166129421645813846e-02 8.296803830728763374e-02 8.420878455882736813e-02 8.539360793928318927e-02 8.652851993934697339e-02 8.761314279089812973e-02 8.863838579349095359e-02 8.958435848630205700e-02 9.041877382580829070e-02 9.109607180699029472e-02 9.155744049123419603e-02 9.173186267387493931e-02 9.153831490387424885e-02 9.088930630080395423e-02 8.969602708757715148e-02
0.000000000000000000e+00 -1.301198206651058703e-02 -7.100669990162953790e-03 -1.476855034583756440e-03 3.875648210312262164e-03 8.973255234510060102e-03 1.383150731884940851e-02 1.846377693353490682e-02 2.288045185578056404e-02 2.708908634912193109e-02 3.109555118314214633e-02 3.490575749258255367e-02 3.852729777564748576e-02 4.197041433633938445e-02 4.524799292308586546e-02 4.837463268822733697e-02 5.136512139225866969e-02 5.423277114694656509e-02 5.698804111873181921e-02 5.963773574659701066e-02 6.218488619595900074e-02 6.462925840887014106e-02 6.696832005623726269e-02 6.919845150856175631e-02 7.131619264406315051e-02 7.331935720591380157e-02 7.520789756224367795e-02 7.698444871681446589e-02 7.865451348056387570e-02 8.022627104116550334e-02 8.171000365648348196e-02 8.311714655504144622e-02 8.445897859192103008e-02 8.574498869742321061e-02 8.698097813170015125e-02 8.816699190918873830e-02 8.929521047351046681e-02 9.034796418356529080e-02 9.129604587178051511e-02 9.209748756165041239e-02 9.269695355973064932e-02 9.302591873085010177e-02 9.300387790389069709e-02 9.254096007243708955e-02 9.154242849899690837e-02
0.000000000000000000e+00 -1.587172408340323942e-02 -9.886017216623700296e-03 -4.185599554816184231e-03 1.245664399343515997e-03 6.424196085845515665e-03 1.136557804163536127e-02 1.608321264322669364e-02 2.058745116883488671e-02 2.488571045686671299e-02 2.898362979341211759e-02 3.288684191636506021e-02 3.660267912296822496e-02 4.014119473378152669e-02 4.351517641571434752e-02 4.673919991350010406e-02 4.982806724735713844e-02 5.279510807292468744e-02 5.565079040241176223e-02 5.840193684905738147e-02 6.105164734339661031e-02 6.359985431033175762e-02 6.604432180623685811e-02 6.838185678867690631e-02 7.060951622940182804e-02 7.272564421566408976e-02 7.473063380877859041e-02 7.662736135514161551e-02 7.842127808690069202e-02 8.012016559924539649e-02 8.173357297961508783e-02 8.327195902050207876e-02 8.474556623668813571e-02 8.616305634538488911e-02 8.752994182332624051e-02 8.884685731618785498e-02 9.010772739006160659e-02 9.129789892853962252e-02 9.239231404357858835e-02 9.335381037708727348e-02 9.413167539322905841e-02 9.466068351679678139e-02 9.486102288752501499e-02 9.463972920302843317e-02 9.389437790393924399e-02
0.000000000000000000e+00 -1.951732504955266956e-02 -1.343731399103073078e-02 -7.639889357520302827e-03 -2.108982708787237800e-03 3.171822201117061295e-03 8.218140309536593052e-03 1.304339440095187222e-02 1.765788795817832199e-02 2.206888816327004510e-02 2.628179083560367238e-02 3.030193730452065623e-02 3.413638021366095787e-02 3.779494962113945367e-02 4.129027864008002341e-02 4.463683962728645649e-02 4.784935367939577300e-02 5.094107574366272401e-02 5.392241774643654478e-02 5.680020724792066156e-02 5.957766885885081021e-02 6.225503149538477027e-02 6.483054946887131798e-02 6.730168927946082735e-02 6.966626129541741985e-02 7.192333847063778207e-02 7.407387528792504228e-02 7.612100003949415217e-02 7.806999428188308998e-02 7.992799559498478534e-02 8.170346833599051450e-02 8.340548600211984687e-02 8.504285990070395429e-02 8.662313305949632947e-02 8.815143815253019544e-02 8.962919774500702208e-02 9.105262815174383628e-02 9.241099796463222993e-02 9.368459673799507670e-02 9.484240894166508229e-02 9.583959742553993522e-02 9.661511015237350675e-02 9.709002468309879674e-02 9.716755250674162514e-02 9.673578268631154164e-02
0.000000000000000000e+00 -2.403438393420017499e-02 -1.783824292111414744e-02 -1.192148065396631505e-02 -6.268118341692979940e-03 -8.617662683938153399e-04 4.313200540140526597e-03 9.270204323851824468e-03 1.401948713617061186e-02 1.856816585535647074e-02 2.292140533336933447e-02 2.708427203456487131e-02 3.106354195103674942e-02 3.486879127214738416e-02 3.851242074979981111e-02 4.200867514380576123e-02 4.537204247518934058e-02 4.861555605026567084e-02 5.174946964310758041e-02 5.478059401190874672e-02 5.771235848495628873e-02 6.054547155022887289e-02 6.327894353627037949e-02 6.591121016483211803e-02 6.844113821906651352e-02 7.086877179882557221e-02 7.319575931361457788e-02 7.542546751823632489e-02 7.756283192813442917e-02 7.961401424082931166e-02 8.158594142642097702e-02 8.348579079067350306e-02 8.532046069205949379e-02 8.709602758286993929e-02 8.881713946078073629e-02 9.048624032970281617e-02 9.210246927358083091e-02 9.366004401701338855e-02 9.514594362927709936e-02 9.653678360873541031e-02 9.779497299884938599e-02 9.886458310745867284e-02 9.966780308188606663e-02 1.001032737551343504e-01 1.000477646303102042e-01
0.000000000000000000e+00 -2.951966529438761200e-02 -2.318339339941898058e-02 -1.712276962518656867e-02 -1.132193531219975735e-02 -5.764562850682213024e-03 -4.350577619272288617e-04 4.679965674615642335e-03 9.590671259617737296e-03 1.430403900072271459e-02 1.882504478712042698e-02 2.315853184382203958e-02 2.731102860791105938e-02 3.129183043936717423e-02 3.511300240923315857e-02 3.878838586942299355e-02 4.233201807641451958e-02 4.575650166410322184e-02 4.907178874624668757e-02 5.228464288378734115e-02 5.539880633879203792e-02 5.841571061833782802e-02 6.133546869989336264e-02 6.415788081823993461e-02 6.688324708337434199e-02 6.951287303722368527e-02 7.204924600577586324e-02 7.449593078219486630e-02 7.685727635926685453e-02 7.913804341949425003e-02 8.134305927032764449e-02 8.347698417239278468e-02 8.554422871877713497e-02 8.754899479878705537e-02 8.949532623138174714e-02 9.138695941487341712e-02 9.322667558645510166e-02 9.501479853801036990e-02 9.674649165260837402e-02 9.840763792574480640e-02 9.996939041360455858e-02 1.013819759051724639e-01 1.025689477858517523e-01 1.034236181095837953e-01 1.038095755300952050e-01
0.000000000000000000e+00 -3.607870526719670484e-02 -2.957590235171940821e-02 -2.334446545844166832e-02 -1.736869740239247936e-02 -1.163238736661557741e-02 -6.120035579650097250e-03 -8.183480160420615514e-04 4.282739763406584292e-03 9.190100950206857300e-03 1.390859912229461086e-02 1.844294650046928927e-02 2.279948263915806267e-02 2.698719854688136355e-02 3.101769063356950643e-02 3.490416247729122984e-02 3.865990960446680225e-02 4.229682647923595912e-02 4.582437524151046493e-02 4.924923356502035332e-02 5.257559685283329926e-02 5.580592971436621613e-02 5.894188260214240638e-02 6.198510810356616663e-02 6.493779580061215251e-02 6.780285394611909600e-02 7.058376654713106879e-02 7.328422691744976292e-02 7.590768897903082957e-02 7.845698915890443603e-02 8.093417842690912856e-02 8.334066524632227635e-02 8.567770189136422743e-02 8.794714627427906162e-02 9.015230369277640876e-02 9.229851193549291899e-02 9.439300339104354787e-02 9.644349629575425797e-02 9.845498859807710890e-02 1.004244229811472738e-01 1.023333251297650487e-01 1.041391953863258779e-01 1.057672379509641269e-01 1.071046708223765687e-01 1.080000207614189300e-01
0.000000000000000000e+00 -4.382295157849349504e-02 -3.712462897534166834e-02 -3.069279731535274475e-02 -2.451197655657354202e-02 -1.856615212721890451e-02 -1.284001318732836024e-02 -7.320436575683785842e-03 -1.997483993667525850e-03 3.135660117020003679e-03 8.083863499378833584e-03 1.285184568991452024e-02 1.744584893282860941e-02 2.187453947363742282e-02 2.614887839987695139e-02 3.028113217062199797e-02 3.428348351586436860e-02 3.816676749289916321e-02 4.193972071644483379e-02 4.560888876384616014e-02 4.917909588056897791e-02 5.265422170003215829e-02 5.603798285328092516e-02 5.933446972211171844e-02 6.254830035989644710e-02 6.568437976103211340e-02 6.874735914085731980e-02 7.174096032910748377e-02 7.466736348339189644e-02 7.752685744880789820e-02 8.031792454707019357e-02 8.303787257900127616e-02 8.568402981978240351e-02 8.825538018453278621e-02 9.075434151529766791e-02 9.318819911633854924e-02 9.556953299925678713e-02 9.791487283278416109e-02 1.002408542248342804e-01 1.025574258843627434e-01 1.048582453114831198e-01 1.071092913683430875e-01 1.092377416515109140e-01 1.111239517309771246e-01 1.125994939014909463e-01
